logFC	PValue	gene	cko	con
-0.05370416810667386	0.8974817078753089	Gid4	2382	2464
0.13132170597778528	0.7502633646300999	Myo1b	3705	4357
0.12484385209175984	0.7643992551938288	Dhx40	1441	1687
-0.24769518606780225	0.5530744845620283	Ypel2	846	765
0.01368956912205844	0.974823137088123	Akap1	2074	2248
-0.02287430803516929	0.9578628837997248	Nol11	1374	1452
-0.04237882998850464	0.92150778174808	Derl2	963	1004
-0.02889326317899438	0.945515685775726	C1qbp	2005	2110
0.10444973824615858	0.8141818093999198	Rpain	337	389
0.13726115326249633	0.7386181256845661	6330403K07Rik	7438	8783
0.03711411399933037	0.9618041070156036	Slc13a3	59	65
0.396283414734107	0.3679686596865538	Kcnab3	196	277
-0.1152216583857601	0.778895125073789	Chd3	43176	42798
-0.16695746143587809	0.684503330190326	Kdm6b	12983	12416
-0.01511121986687524	0.9713026131325858	Appbp2	4386	4660
-0.6079641813908089	0.6775282111079604	Adora2b	10	7
-0.1505837531069751	0.7140500811319739	Ncor1	12028	11634
0.10775131283673864	0.8164758052507306	Trpv2	172	199
0.09023005438534693	0.8290991641956222	Cenpv	1406	1607
-0.1065563334715268	0.7970792179329653	Pcgf2	2512	2505
0.04255161721924889	0.9214535174608756	Cwc25	879	972
-0.7439045025701303	0.5466142908413423	1700001P01Rik	11	7
0.00233815374977188	0.9958120968698416	Pip4k2b	7679	8258
-0.01279515222541735	0.975534122621451	Trim37	7074	7528
-0.06088012104561135	0.9109313901925744	Ybx2	205	211
-0.08595547842822371	0.8360911230283076	Ctdnep1	2250	2276
-0.00598098746651483	0.9900746344925412	Elp5	1647	1761
-0.276800661466716	0.5412092458245538	Slc2a4	158	140
0.01175135284175196	0.9776315316750134	Gabarap	6065	6565
-0.04472828159200891	0.9275303892740456	2810408A11Rik	367	382
-0.18507239311868645	0.6553205506521912	Phf23	1960	1851
0.1998334173012364	0.6327745823796584	Acadvl	922	1137
-0.02121424096702792	0.9590570245264838	G3bp1	10261	10856
0.06280462010578908	0.8832733251329468	Atox1	667	748
0.4474620549685167	0.28621960747669856	Glra2	586	858
0.26817569345103354	0.5164408256083768	Sparc	2215	2864
0.1186241160991011	0.7847281692953553	Mief2	513	598
0.06706010313491326	1	Tbx3	24	27
0.16009271802833172	0.8167592559692209	Crhr1	45	54
0.1412340998396238	0.7409189294100977	Dusp14	516	611
-0.08590232088542413	0.8417042641463154	Tada2a	863	873
-0.04692790559669441	0.9556761207174688	Ikzf1	51	53
-0.14200336349478487	0.7463969110406733	Pnpo	296	288
-0.1353752252218949	0.7442589106967945	Cog1	1999	1954
0.02633892080543017	0.9494566409899964	Cbx1	4955	5418
0.07042827345304113	0.8662996892765373	Cdk5rap3	1578	1779
0.5329060041585383	0.34938580126898683	Copz2	27	42
-0.18369284669378064	0.6580891737369532	Slc25a39	1773	1676
0.02550343033438655	0.9551076833745956	Sp2	765	836
0.12261152905809557	0.7715341973890361	Aatf	817	955
-0.4324484636678031	0.39190329816247976	Lhx1	83	66
-0.07225185230833592	0.8602988191507084	Dync1h1	31726	32399
0.18149976847212448	0.6699633753686555	Pex12	340	414
0.14316353390817194	0.7315619710657935	Ndel1	1201	1424
-0.1979258199782797	0.7950680662178723	Slc25a35	31	29
-0.09451552493720353	0.8254399219787489	Zbtb4	719	723
-0.20643815718107897	0.623324454864633	Mpdu1	892	830
-0.00446983759056834	0.9918308782384936	Fxr2	5303	5676
0.14934668447406146	0.7175479333443986	Atp5g3	3140	3739
0.08712951528523162	0.8944305034265377	Cd68	64	73
0.02648766066933693	0.9705528447474352	Acsl1	171	187
0.11091137797699002	0.7963573695900075	Abca5	533	618
-0.01119251751195595	0.9826870754173904	Smyd4	459	489
0.39035595182465727	0.5673415617066488	Lsp1	22	31
0.12640604790157356	0.760881271123572	Zfyve27	1756	2058
-0.5870025657801153	0.23834143946268385	Avpi1	91	65
-0.6702531988952903	0.775535270148748	Myh11	6	4
-0.10982429182820268	0.8016850989608036	Rad51d	395	393
1.0968088057084142	0.11415331635340507	Unc45b	13	30
0.12787022328033798	0.7560426255108652	Pank3	6410	7520
-0.06376111320780367	0.8791696769223915	Rars	1542	1584
-0.03082056472708786	0.9406112331072884	Wwc1	6632	6970
-0.19644305384879424	0.6379140288628773	Mrpl58	1174	1100
-0.12230928665562726	0.7782101315432833	Fdxr	440	434
-0.00103143048325085	0.99961865566408	Sult4a1	1660	1781
-0.053728913348422	0.8972907148465802	Mrpl45	872	902
0.02746288223166818	0.9999999999999996	Irf1	53	58
0.01957034861654565	0.9672541871484224	Slc22a5	317	345
-0.1567371128198741	0.7574138629993078	P4ha2	81	78
0.1196232605439616	0.7719655129642118	Arrb1	3592	4190
0.3480156681294177	0.6668648389145178	Cxcl16	19	26
-0.05034617994408492	0.9039239263609022	Pelp1	2389	2477
0.04442520841528166	0.9178707075730838	Med11	345	382
-0.31877114745424096	0.9999999999999976	Ccl4	7	6
0.02556205330645938	0.9513448519468852	Natd1	3134	3425
-0.03878216529002963	0.9285937236965132	Map2k3	487	509
0.07873518883046847	0.8487067001738843	Ywhah	4601	5217
-0.15383210934846436	0.7099583399477563	Sart3	2662	2569
-0.2687793895165381	0.5309595389253023	E2f2	450	401
0.03122458968041906	0.944441108599592	Nars2	422	463
0.28479232022625245	0.49290429571893374	Slc35b4	1289	1686
-0.24516769360953344	0.5870410944614978	Dnah1	191	173
0.03524585203445692	0.93522721404948606	Dalrd3	928	1021
0.11156139553628867	0.787793541479441	Fis1	2269	2632
0.05356832704112893	0.901718766978252	Plod1	420	468
0.04317475735500329	0.9181591848692264	Rab3d	1816	2009
-0.01727027951510392	1	Mfsd3	115	122
-0.06526693351450633	0.8759648908697509	Slc25a22	1758	1804
0.06330893489540672	0.8790626543193415	Atp6ap1	2323	2606
-0.1020258666461792	0.9208076694193345	Dnase1l1	25	25
1.2770676641993164	0.09181230591856077	Ccl9	8	21
-0.0818800188798292	0.8423165057592299	Scrn1	8322	8442
0.06794213346505248	0.8688566197922565	BC005537	9551	10749
-0.22296140867504172	0.59286209101787	Isyna1	1211	1114
0.07026295655882481	0.8691358879713338	Hars2	833	939
0.4114006426796983	0.3293093471069992	Cacng2	521	744
-0.14731028799531462	0.7379346004704294	Tmem160	425	412
-0.03766644993208702	0.92778225896106	Rab5c	3740	3912
-1.07029481416964	0.5433303771991781	Styxl1	6	3
-0.02426226119688796	0.9534072592665392	Mdh2	5614	5927
-0.02784665949564235	0.946627304020052	H13	4404	4638
0.00778486682765707	0.9856719433335224	Rnf145	3536	3817
0.42341070059360514	0.45576362910572155	Scn1b	34	49
0.1381600695123719	0.7383531258813268	Atp6v1e1	2539	3000
-0.4142463404149846	0.3265676185887764	Chtf18	674	543
-1.0199661086724736	0.02682511979681898	Lhx9	172	91
0.2430025435285824	0.5713811732379386	Rps6kl1	314	399
-0.03276654833595373	0.9379708266434488	Ppp1r12c	2099	2203
-0.17414121781490485	0.836061817525458	Ahr	41	39
-0.11448394051292034	0.7827432772475523	Map1s	2060	2043
-0.05078749473470369	0.907430998207899	Tmem129	493	511
-0.0232236574849586	0.9570668143465292	Nop9	1451	1533
0.06466343604209118	0.8761016936716138	Atp6v0a1	2946	3308
0.03558500070548737	0.9378008459837818	Psmc3ip	418	460
-0.18951977439256948	0.7280673367952991	Noxo1	51	48
-0.1195737600488298	0.7735543755633746	Zfp687	1873	1851
-0.06991799607146996	0.8993524185225503	Gdpd2	44	45
-0.22683372724478515	0.5901280008459125	D8Ertd738e	981	900
-0.13181755682436588	0.7482614568909537	Calm3	17270	16923
0.09483952243315331	0.8193880666446814	Cops3	2053	2354
-0.03394807460822907	0.9345535335842716	Fkbp8	6675	7000
-0.07572862781954383	0.8539037496807583	Ddx39b	11304	11516
-0.17494834875316073	0.6726018326775258	Gipc1	2308	2195
0.3117507774195737	0.5807763226114975	Tlcd1	45	60
-0.07265585350366716	0.863961193629429	Plscr3	956	976
0.0985241179062968	0.9999999999999996	Ptger1	20	23
-0.00686079334155677	0.9877190821980304	Arhgef25	2669	2852
-0.00340835242970732	0.9948327431087493	Xab2	1884	2018
-0.11366014918559	0.783156905579211	Cdc37	3644	3616
-0.10022039840795093	0.8134971438126862	Rab4a	628	629
-0.39362040453874986	0.3600919533486517	Trip10	372	304
0.009663832840923	0.982590990857732	Cops6	2102	2272
0.017194851401205	0.9667281840371266	Ubb	18028	19588
0.01085114535396778	0.9810187516399044	Ap4m1	1382	1495
-0.17378159087486067	0.6968142563088718	Gyg	311	296
-0.23836904992495225	0.5706199281792287	Rcn3	623	567
-0.08415189349288384	0.839823873132236	Slc6a8	1950	1975
0.01455317512765095	0.9772008683528786	Arid3a	343	372
-0.596321172933105	0.35483649351795216	Pdk4	24	17
0.0124967126122739	0.9771830717258284	Ubxn6	2000	2166
0.00264601003283364	1	Mydgf	714	768
-0.01041065714614735	0.985974410557893	Cyb561	182	194
0.06532338549584758	0.8755484226044322	Sema6a	1945	2185
-0.207134388833104	0.6264279013892017	Ccdc12	586	545
0.11191917954656698	0.8016939793324992	Fmc1	262	304
0.16220907519295033	0.6929275557322818	Akt3	14179	17035
-0.05554728366348591	0.8953358449621508	Mrpl24	1299	1342
0.02002731287600399	0.9623047544439502	Gle1	2515	2738
-0.04418137680085493	0.9241176629748789	L3hypdh	97	101
-0.02140478304439776	0.9604934637467388	Lyst	1504	1591
-0.03286375212886042	0.9377810854205322	Slc35e1	2102	2206
0.1592870375560953	0.999999999999999	Calr3	15	18
-0.9004329124744692	0.09896380253431666	Tmc4	54	31
-0.03969220487378325	0.9509318005501796	Syne4	45	47
0.0382701362363128	0.929807976168509	Polr2i	673	742
0.3673769064207187	0.44922293665242746	Krt10	96	133
0.30695660074226166	0.8150529446060344	Iyd	6	8
0.09111151754672477	0.8313773092128536	Rmnd1	529	605
-0.09177632333000577	0.8289112650600631	Fbxo5	669	674
-0.15088961891159178	0.7339945477571442	Mtrf1l	303	293
-0.07022012271761667	0.8813271530675412	Rgs17	221	226
0.13504473277050272	0.7425894097719142	Hdac2	8692	10248
0.0701414664947589	0.8686705189104953	Rwdd1	928	1046
-0.14598070396648577	0.8204356552267605	Clvs2	67	65
0.1569179755954083	0.9999999999999988	Trdn	5	6
-0.22479390242054512	0.6718690775696557	Hey2	49	45
0.14114500006530703	0.7355783374293167	Stxbp5	1114	1319
0.16924726789049785	0.7051313974739007	Hint3	217	262
0.02978846394637173	0.9554147601574746	Trmt11	229	251
0.06228812189405922	0.8839776430515937	Katna1	694	778
0.06398620611285305	0.8784023989937831	Pcmt1	1700	1908
0.03316601000579052	0.937352420503446	Lrp11	1896	2083
0.03581912149153601	0.9429785978922324	Mtres1	457	503
0.0646514764378994	0.8759396861885651	Sec63	3402	3820
-0.28587284513300715	0.4882831584691903	Nr2e1	3712	3269
0.00285704927047938	0.9958058585070272	Snx3	2032	2186
0.20134261998859548	0.6357220270268074	Aig1	516	637
-0.22303774967206952	0.629758882374109	Adat2	162	149
0.16527405035314385	0.6974864641189084	Pex3	549	661
-0.01636895867011606	0.9868313390676314	Fuca2	195	207
-0.0976941736768825	0.8219631942330375	Cep57l1	300	301
-0.09751398329596878	0.820668074487756	Ltv1	576	578
-0.3398329550708537	0.4092406431422478	Plagl1	6013	5101
0.0433682105457318	0.9176111495047764	Cd164	1992	2204
-0.06982491462294406	0.8695117082771268	Utrn	916	937
-0.18220003227316883	0.6793495761173727	Smpd2	372	352
-0.20060697067973104	0.6299963270552692	Mical1	1354	1265
-0.12381390852294094	0.7730464873696898	Zbtb24	614	605
0.35465412465660817	0.43169582638579856	Grm1	134	184
0.1330865822435293	0.7476121828934842	Wasf1	2604	3066
0.28781691437533474	0.8043191653353702	Rab32	16	21
-0.0964817035129461	0.8181558785218469	Gtf3c6	1191	1196
-0.0580301142604579	0.963321309894628	Slc16a10	64	66
0.09758097698491695	0.8133073278809387	Rev3l	3441	3953
0.04522438570982807	0.912721903883853	Fyn	6982	7735
-0.15874641843974857	0.7219731430367402	Tube1	209	201
0.3977131405623845	0.34378668393529305	Lama4	509	720
-0.12391224723658624	0.7652035188193107	Prep	2107	2076
-0.15618577076640727	0.7295011990350274	Tnfaip3	164	158
0.8297382279271419	0.2324526728462367	Perp	12	23
0.07766241395819846	0.8544095661833924	Arfgef3	932	1056
-0.4424770181484286	0.3949866718110958	Hebp2	57	45
-0.05951421788674019	0.8862344025673681	Reps1	2544	2621
-0.0733431540070254	0.8802214173851131	Fam184a	196	200
-0.04909231418207074	0.9074044904928584	Asf1a	1431	1485
0.11495278634557794	0.7843650343901721	Gopc	971	1129
-0.04380933979614012	0.9323956803570008	Qrsl1	313	326
-0.07179914650051028	0.8654351453635246	Rtn4ip1	604	617
0.0754655533349923	0.8572271603134702	Vta1	1325	1499
0.460172487252053	0.31722904391578466	Smpdl3a	111	164
-0.08214211980802841	0.8429500619776199	Reep3	2740	2779
0.29541674668775214	0.4726119678615239	Fabp7	7307	9628
1.9703928357221152	0.04399131061728773	Pkib	3	13
0.1845091670588052	0.6538010577804888	Serinc1	6514	7948
0.04005830399976783	0.9238847043548928	Hsf2	2108	2327
-0.300039608497861	0.471980840735444	Rspo3	969	845
-0.02246397435991991	0.9640540809194218	Echdc1	368	389
0.0375506827613928	1	Mgat4c	49	54
0.14636913540513077	0.7239441536513046	Ptprk	2002	2379
-0.1462176001786283	0.7331050975104875	Dcbld1	469	455
-0.3218201060901974	0.8745086058501831	Lrriq1	14	12
0.04148714314325594	0.92213550109486	Slc6a15	1324	1463
-0.1576748004027554	0.7129534504669807	Ccdc59	533	513
0.5008554884295571	0.2998618128849518	Lama2	75	114
-0.01648478269263294	0.9856878000709036	Lin7a	179	190
0.05149024533346764	0.901278717381355	Ppp1r12a	3204	3565
0.0100323113539005	0.9830292257321148	P4ha1	1146	1239
-0.0978308345608832	0.818504570479357	Septin10	921	924
0.17460867594550455	0.674408876248819	Lims1	1440	1745
0.05700976188545311	0.8902487293933141	Zwint	4883	5454
0.09640480612498804	0.815906616841606	Ube2d1	2685	3082
-2.3184021420395453	0.00143609651486792	Dcn	33	7
-0.12662692018222668	0.761235020100788	Cdk1	1509	1484
0.07017055649784222	0.8654250554864589	Atp2b1	3279	3696
0.08287159453236276	0.8541813836356987	Rhobtb1	401	456
0.03384126539247461	0.948639658621752	Arid5b	353	388
0.3115645146561773	0.46388036271723027	Actr6	421	561
-0.04232820364540439	0.9198924454754271	Uhrf1bp1l	1760	1835
-0.07265226383609341	0.8632153698836834	Poc1b	1147	1171
0.23890929334379993	0.5663807800953959	Dusp6	865	1096
-0.06020798315068584	0.8837308829530928	Tmpo	9270	9546
0.23134055390689373	0.578896651672971	Kitl	1056	1331
-0.00433865187090028	0.9927692865394572	Psen1	2300	2462
0.6176552975862019	0.16293551643744697	Sgk1	142	234
-0.08234350941052533	0.8466802037713748	Cep290	710	720
-0.2517322044424421	0.5710266201284937	Ikbip	183	165
0.02728113791720597	0.9483049553985406	Hbs1l	2464	2696
0.05762998242381207	0.8920097175568892	Epb41l2	1039	1161
-0.0122876189461361	0.9777795734205028	Apaf1	1766	1880
-0.25157024889054264	0.5911166276805572	Myb	173	156
0.03539412105964081	0.9328474439226914	Med23	2143	2358
0.1209846403835345	0.7708149509420563	Ahi1	1814	2118
-0.23052404837819715	0.5829007299340025	Nedd1	789	722
2.011154441802775	0.00195501977272048	Enpp3	11	48
-0.16364613416925508	0.7654252765185522	Pde7b	72	69
-0.15683560040748948	0.7330185576481112	Mtfr2	135	130
-0.2539807572643677	0.6429906703570101	Map7	60	54
0.14518360546215417	0.7766077930715741	Ccn2	80	95
0.2372743769795482	0.5663014336252772	Stx7	2003	2535
0.13704020035850725	0.8677252872474893	Moxd1	11	13
-0.3953642882019135	0.3573225810968828	Pex7	370	302
0.09859315465905864	0.8355924680405615	Ifngr1	147	169
0.19927919650535347	0.7505902913174584	Cfap54	30	37
-0.0313616779978411	0.9401047836442652	Cdk17	3243	3407
-0.13451524460059527	0.7465553289295436	Snrpf	1596	1561
0.01262197067162717	0.9782846186174664	Ntn4	1047	1134
-0.31031947917261343	0.5551097809567057	Usp44	52	45
-0.13020254327126213	0.7740366044413004	Fgd6	210	206
0.01600539780829858	0.9715862566991909	Ndufa12	1121	1217
0.11298161416963327	0.8568453424984018	Tmcc3	62	72
0.06699903838611283	0.8734152178921495	Cep83	842	947
-0.11548852871439252	0.781266518733199	Socs2	1789	1773
0.02422553498548226	0.9541737420359928	Nudt4	2537	2770
-0.05991707249898443	0.8841532973233955	Nuak1	13375	13776
0.32730110932043877	0.4353493984597237	Tcp11l2	628	846
-0.43944787682260095	0.30179204159221273	Rfx4	504	399
0.00784032610398725	0.9918864628615542	Cry1	654	706
0.22382641696684483	0.5924897819987889	Btbd11	839	1052
-0.1187043414676444	0.7893238499204377	Timp3	358	354
0.03860460635171108	0.925397666270418	Hsp90b1	9039	9968
-0.090854509300999	0.8321509034489715	Ascl1	616	621
0.44691961619351145	0.619820092651577	Igf1	15	22
-0.11449869527299966	0.8020715569555946	Washc3	241	239
-1.0829516000468826	0.36610888272230424	Dram1	10	5
0.20662132314990936	0.6203823682032041	Sirt1	728	902
0.06008462382877064	0.8870485460301304	Herc4	1123	1257
-0.10073766355141012	1	Mypn	7	7
0.07742143092788008	0.8519988440417536	Hnrnph3	2499	2831
0.05504743248415397	0.8969656861323183	Rufy2	1031	1150
-0.49316454978160584	0.4176687984241496	Pbld2	42	32
0.02091906000557504	0.9601364606006072	Ccar1	3884	4231
-0.04274671713252748	0.917899460864277	Ddx21	4065	4237
0.06152549849473971	0.8830686487426787	Ddx50	1727	1935
-0.10198176600598018	0.9157616118986184	Srgn	23	23
0.1656839073660741	0.6904070285416442	Vps26a	1385	1668
0.03234844102275301	0.9436573321695052	Supv3l1	653	717
-0.09538780738370274	0.8238275049619666	Fam241b	807	811
-0.390403563158259	0.5437920611961483	Aifm2	33	27
-0.1414082669239798	0.7311575355737978	Macroh2a2	6808	6627
-0.06382432808088943	0.8805319560765885	Tysnd1	993	1020
0.0285607282206389	0.9453493966990923	Sar1a	3837	4202
-0.04833279614471485	0.9078006736522172	Ppa1	2377	2468
-0.06358865058894449	0.8770986167404599	Eif4ebp2	13339	13704
-0.05021148446727828	0.9081543486070032	Pald1	677	702
-0.2512265812573071	0.9999999999999962	Tbata	10	9
-0.01923080342715086	0.963632745350522	Sgpl1	3045	3226
0.15419211240672512	0.8508703179672573	Pcbd1	41	49
0.1850573860245297	0.6596159888765296	Unc5b	834	1018
-0.00527489835653145	0.9905112464527012	Slc29a3	846	905
0.4114210190795467	0.4010644995531208	Vsir	70	100
0.33763473499835833	0.4246136413951827	Slc16a7	468	635
-1.0031552502365082	0.03740122746202849	Lrig3	114	61
-0.1245675711280469	0.7660120262542504	Anapc16	1187	1169
-0.14019641828049398	0.7342536037413351	Ddit4	3376	3289
-0.06448563875349761	0.8784592670956498	Dnajb12	1235	1268
-0.05768645805301178	0.8907493586522935	Micu1	1552	1601
0.01813588002075904	0.9652021536492446	Cand1	6568	7141
0.19978669576086244	0.6329765335222473	Tbk1	905	1116
-0.13733662061983323	0.7508210297588191	Pno1	503	491
-0.10240653357688184	0.8495742588553338	Plek	99	99
0.13308075761130772	0.7467260042989576	Srgap1	4684	5515
0.49118383182035624	0.35402657608855953	Egfr	49	74
0.03126777879876608	0.9405720765488402	Usp15	2521	2766
0.02412392170399871	0.9556224649229264	Vps54	1275	1392
0.11308395631451984	0.7893830131341186	Tbc1d15	856	994
0.08353995194688699	0.932753890603557	Pcsk4	29	33
-0.00284112710278556	0.995982361779828	Rab21	1817	1947
-0.21142023989114875	0.617670020619398	2310011J03Rik	550	510
0.06368283973687189	0.8773182093078477	Peli1	5675	6368
-0.03568358509932674	0.9307826522888256	Apc2	29771	31183
-0.06275211300240875	0.8817134133038893	Thap2	1252	1287
0.02385174147109154	0.9557155361411888	Slc1a4	1540	1681
-0.5643995435377042	0.34938580126898683	Dock2	40	29
0.04241162459884016	0.9183054289210456	Rab1a	5412	5984
-0.02450567880569365	0.9771596426285932	Gamt	108	114
-0.186737798901147	0.8137627929507447	Ptprr	35	33
0.14444672318817714	0.7254878412987111	Actr2	7171	8510
-0.09622266693116004	0.8202018505151037	Ndufs7	914	918
0.07888723741973268	0.8557528549866683	Ptprb	388	440
-0.1614482962846699	0.6968905932684561	Pwwp3a	2099	2015
0.1353859343548377	0.7606972572286084	Meis1	329	388
0.12074727152258702	0.772884181036564	Uqcr11	1141	1332
-0.05452553760053889	0.895857600343724	Cnot2	2453	2536
-0.25808978296213086	0.5303705098888651	Tcf3	8081	7255
-8.466092296187757e-4	0.9994730962829556	Frs2	2410	2586
0.00641181693044564	0.9890065825946792	Yeats4	1925	2076
-0.03969220487378325	0.9509318005501796	Cobl	45	47
-0.2589307392707488	0.5660469055082843	Rab36	175	157
-0.21473957485915995	0.6013971641098229	Grb10	10464	9681
0.30867055328481086	0.5196870700617617	Adora2a	103	137
0.03230513555694202	0.93865574050165	Snrpd3	2368	2600
0.02417275415581654	0.9534285225634752	Nav3	7549	8242
0.24293910344523892	0.7456255523990214	Ddc	11	14
0.5606878039483563	0.23675167580226555	Cpm	77	122
0.02427774071314186	0.9541798986133596	Mdm2	2340	2555
-0.2130452491209104	0.6110661223663175	E2f7	827	766
0.05405167278478599	0.8969025162984389	Csrp2	2198	2450
0.27264333255631423	0.5083006153086483	Osbpl8	3643	4725
-0.09063244773450722	0.82644068869029	Mknk2	3622	3652
0.0664114196438353	0.9999999999999964	Spata48	8	9
0.5906185224389712	0.4656301362007083	Zpbp	8	13
-0.0698276488222561	0.8658793224637544	Cabin1	4056	4149
-7.403737297580336e-4	0.9990938911398456	Ap3d1	5061	5431
-0.04665747093200616	0.9312544263667452	Phlda1	228	237
-0.07937207100502916	0.8484388696204009	Sf3a2	2410	2449
-0.12868995750694465	0.7611325457810051	Mdm1	723	710
-0.03250590632310353	0.9394232870732392	Timm13	1327	1393
0.05199666004869833	0.9005095036841082	Vps13d	2733	3042
0.12842541927787354	0.7706789657689977	Llph	334	392
-0.03667093154180947	0.9416953180915942	Tmbim4	364	381
0.877779858145458	0.4391010146339904	Irak3	4	8
-0.00339030225055335	0.9999999999999996	Helb	492	527
0.1382780514662551	0.7382893631639295	Prmt2	2367	2797
-0.03730844745294936	0.929202611388	Dip2a	2119	2217
-0.20289021272619492	0.6272618971911077	Hmg20b	1101	1027
-0.9416088692832782	0.2360065520437734	4930404N11Rik	18	10
-0.0752467792902037	0.8559535023693691	Fzr1	2933	2989
-0.08101706854655563	0.8454385655852708	Ncln	2263	2297
-0.00124970391243957	1	Col6a2	55	59
0.09915177688090648	0.8138811023809633	Hcfc2	953	1096
0.055671566462592	0.893240979580782	Nfyb	3201	3572
0.01948955367317549	0.9624504564980016	Txnrd1	8894	9679
0.01562280086302652	1	Glt8d2	82	89
-0.1261224544793479	0.783937884632388	Ppm1m	246	242
-0.10156522420754507	0.8061173966546347	D10Wsu102e	2985	2987
0.34290426269011487	0.4098767432009838	Aldh1l2	1067	1453
0.00673001335185462	0.9872771651056046	Wdr82	7753	8363
-0.3711236411404627	0.42813283392737583	Glyctk	147	122
0.00105496670653488	1	Pofut2	900	967
0.01593553800203541	0.9724235618462344	Slc36a1	888	964
0.02078576677736311	0.9643752019051222	Adarb1	818	891
-0.16788883848037023	0.6950255609545127	Appl2	519	496
-0.05515672234056794	0.8942423837334138	Sumo3	3265	3374
-0.01575995429849036	0.970424430694252	Hint1	2839	3015
0.11461191963399273	0.8047782582474148	Lyrm7	160	186
0.00248244050905323	0.9957635196665648	Fbxw11	4675	5028
-0.2420931886574904	0.575244286948118	Stk10	336	305
-0.03403030588998757	0.9366007190960224	Papolg	1275	1337
-0.3170764030761988	0.6332699311413553	Rel	36	31
-6.931818527509129e-4	0.9994139682569668	Pfkl	3541	3800
0.06775620482427867	0.8765114618520884	Pus10	415	467
0.05570720798613118	0.8959964932903827	Rhbdf1	345	385
0.11726395323603414	0.7801434934920326	Pex13	960	1118
-0.1305049161027397	0.7700810717962	Cfap410	364	357
-0.05005698853343135	0.9053828459782672	Mpg	540	560
0.11209947421834672	0.7860747800881341	Ahsa2	3385	3928
0.14239586818412317	0.7347006658515554	Nprl3	589	698
-0.01694544633351184	0.967529076178181	Xpo1	6348	6736
0.21668451838248137	0.5976577605671305	Nsg2	25927	32348
0.11033449044739806	0.7893110472231377	Cpeb4	3541	4104
-0.2864509072447152	0.579074877242557	Stc2	75	66
0.05930443739511445	0.8931772275690442	Asb3	657	735
-0.1292508691070556	0.7571653744922324	Cdc34	1253	1230
0.15020214376087257	0.721098757251485	Tpgs1	611	728
0.39289021270899727	0.4209931528119269	Chac2	78	110
-0.09226520773178468	0.8305108078779201	Erlec1	561	565
-0.0984021327277626	0.8166693345531034	Shc2	700	702
0.12154283830078608	0.767434064661619	Sptbn1	11230	13117
0.07346162687037734	0.8654624504457256	Wdpcp	262	296
0.08929514721378057	0.8287832202164407	Mdh1	4001	4570
1.836175024263222	0.1436852213063791	Fstl3	2	8
-0.05032241893112232	0.9105176344475407	Ccng1	787	816
0.03043307729560747	0.9454610306381108	Nudcd2	725	795
-0.225874664379162	0.587749769560008	Polrmt	1269	1165
-0.14084925220888322	0.7377260041412294	Hmmr	839	817
0.29672773702782324	0.5193292724951912	Hcn2	94	124
0.03816851945530107	0.9281799389783504	Acsl6	1513	1668
0.627817908575985	0.20722690147675943	Zfp354b	53	88
0.09210656160684054	0.822753963743726	Cyfip2	10371	11869
0.03889043884131026	0.9271693106152202	Mgat1	1301	1435
0.02740925553328238	0.947117976439492	Ppp2ca	8212	8986
-0.07588959269363223	0.9148942317484152	Sgcd	54	55
0.10816073886571832	0.8088231384964332	Flt4	178	206
0.05610215153399342	0.8913766857323595	Hnrnpab	21216	23682
0.11575879607741768	0.8209502997133222	Phykpl	104	121
-0.03890536441014865	0.9248235310397948	Hspa4	9026	9433
0.04163651085673325	0.9197050185034572	Cnot6	6337	7003
-0.2958142057754581	0.5050741809899136	Gfpt2	263	230
-0.1077999682194025	0.814031184611058	Zfp354a	272	271
0.09627584712584972	0.8168695303571798	Mapk9	1895	2175
0.09291173650773524	0.8212059745845345	Canx	10925	12510
-0.0522078706477147	0.8989215125710229	Rack1	18000	18639
-0.3959557869736388	0.5439438029080863	Rasgef1c	27	22
0.00526659864088292	0.9923612574353172	Rufy1	696	750
0.1363608978649983	0.7401962853162934	Rnf130	8318	9816
-0.0017963894096981	1	Rad50	719	771
-0.05310086435868313	0.917114150853927	Mrnip	287	297
0.09535157941765604	0.821142258066679	Clk4	925	1061
0.09902128176339194	0.8140552059573644	Sar1b	967	1112
-0.02847437357524875	1	Jade2	57	60
0.05665041200410357	0.89921963279516	Pdlim4	540	603
0.18824919293108805	0.6667547170871373	Cdkl3	291	356
0.12875892383174947	0.7559343797243444	Ube2b	2214	2599
-0.04072072363839184	0.923401309795458	Cdkn2aipnl	1462	1526
-0.11123620070364104	0.7919284241657851	Kremen1	830	825
2.003545414180706	0.09471684252109586	Nefh	2	9
-0.10251548069434004	0.8099670665787823	Med7	631	631
0.959429663298174	0.19183463241569895	Havcr2	10	21
-0.13506553941221913	0.7574346332336775	Tnip1	448	438
0.07051115428649302	0.8641111636955396	Vdac1	6819	7688
-1.9317887072660145	0.09232620889671096	Upp1	11	3
0.07907486381352545	0.8497822047701311	Slu7	1625	1843
-0.15581271540908267	0.7088115228869474	Ascc2	1296	1249
-0.17398149408098376	0.680957217006163	Hus1	662	630
-0.23687798496262363	0.6272379966862132	Pttg1	101	92
-0.4093877193270432	0.3855342425401815	Zfp607a	99	80
-0.11318742809382752	0.7858305419142945	Tns3	1630	1618
-0.11765726722126409	0.7767863559243078	Btg2	2109	2087
-0.7317347716196047	0.49184868286542727	Castor1	14	9
